seconds,mac,humidity,inside_temp,outside_temp,input_volt,output_volt,battery_back,water_leakage,water_logging
742,00:11:22:33:44:01,51.6,732,31.66,1.02,1.01,10.81,0,0
743,00:11:22:33:44:02,51.6,733,31.62,1.02,1.01,10.77,0,0
744,00:11:22:33:44:06,51.6,734,31.57,1.02,1.01,10.74,0,0
745,00:11:22:33:44:00,51.7,735,31.57,1.02,1.01,10.73,0,0
746,00:11:22:33:44:08,51.6,736,31.55,1.02,1.01,10.76,0,0
748,00:11:22:33:44:00,51.6,737,31.64,1.02,1.01,10.73,0,0
749,00:11:22:33:44:02,51.7,738,31.78,1.02,1.01,10.7,0,0
750,00:11:22:33:44:05,51.7,739,31.81,1.02,1.01,10.7,0,0
751,00:11:22:33:44:02,51.6,740,31.78,1.02,1.01,10.66,0,0
752,00:11:22:33:44:02,51.6,741,31.74,1.02,1.01,10.69,0,0
753,00:11:22:33:44:07,51.6,742,31.69,1.02,1.01,10.73,0,0
754,00:11:22:33:44:09,51.6,743,31.69,1.02,1.01,10.73,0,0
755,00:11:22:33:44:06,51.6,744,31.76,1.02,1.01,10.69,0,0
756,00:11:22:33:44:06,51.6,745,31.78,1.02,1.01,10.72,0,0
757,00:11:22:33:44:02,51.6,746,31.62,1.02,1.01,10.75,0,0
758,00:11:22:33:44:06,51.6,747,31.59,1.02,1.01,10.75,0,0
759,00:11:22:33:44:09,51.6,748,31.64,1.02,1.01,10.78,0,0
760,00:11:22:33:44:05,51.6,749,31.74,1.02,1.01,10.79,0,0
761,00:11:22:33:44:06,51.7,750,31.74,1.02,1.01,10.77,0,0
762,00:11:22:33:44:01,51.7,751,31.74,1.02,1.01,10.77,0,0
763,00:11:22:33:44:01,51.7,752,31.74,1.02,1.01,10.77,0,0
764,00:11:22:33:44:04,51.7,753,31.69,1.02,1.01,10.77,0,0
765,00:11:22:33:44:02,51.7,754,31.64,1.02,1.01,10.75,0,0
767,00:11:22:33:44:02,51.7,755,31.71,1.02,1.01,10.75,0,0
768,00:11:22:33:44:08,51.7,756,31.66,1.02,1.01,10.73,0,0
769,00:11:22:33:44:01,51.7,757,31.64,1.02,1.01,10.7,0,0
770,00:11:22:33:44:00,51.7,758,31.71,1.02,1.01,10.68,0,0
771,00:11:22:33:44:01,51.7,759,31.76,1.02,1.01,10.65,0,0
772,00:11:22:33:44:09,51.7,760,31.78,1.02,1.01,10.69,0,0
773,00:11:22:33:44:01,51.7,761,31.81,1.02,1.01,10.69,0,0
774,00:11:22:33:44:06,51.7,762,31.85,1.02,1.01,10.71,0,0
775,00:11:22:33:44:09,51.7,763,31.81,1.02,1.01,10.73,0,0
776,00:11:22:33:44:06,51.7,764,31.92,1.02,1.01,10.74,0,0
777,00:11:22:33:44:09,51.7,765,31.74,1.02,1.01,10.78,0,0
778,00:11:22:33:44:05,51.7,766,31.69,1.02,1.01,10.77,0,0
779,00:11:22:33:44:05,51.7,767,31.71,1.02,1.01,10.8,0,0
780,00:11:22:33:44:07,51.7,768,31.59,1.02,1.01,10.76,0,0
781,00:11:22:33:44:01,51.7,769,31.52,1.02,1.01,10.76,0,0
782,00:11:22:33:44:08,51.7,770,31.45,1.02,1.01,10.74,0,0
783,00:11:22:33:44:09,51.7,771,31.43,1.02,1.01,10.75,0,0
784,00:11:22:33:44:08,51.7,772,31.36,1.02,1.01,10.75,0,0
785,00:11:22:33:44:03,51.7,773,31.48,1.02,1.01,10.75,0,0
787,00:11:22:33:44:07,51.7,774,31.52,1.02,1.01,10.8,0,0
788,00:11:22:33:44:02,51.7,775,31.45,1.02,1.01,10.76,0,0
789,00:11:22:33:44:01,51.7,776,31.45,1.02,1.01,10.78,0,0
790,00:11:22:33:44:06,51.7,777,31.5,1.02,1.01,10.75,0,0
791,00:11:22:33:44:00,51.7,778,31.36,1.02,1.01,10.75,0,0
792,00:11:22:33:44:06,51.7,779,31.43,1.02,1.01,10.74,0,0
793,00:11:22:33:44:04,51.7,780,31.38,1.02,1.01,10.72,0,0
794,00:11:22:33:44:07,51.7,781,31.52,1.02,1.01,10.7,0,0
795,00:11:22:33:44:05,51.7,782,31.55,1.02,1.01,10.66,0,0
796,00:11:22:33:44:08,51.7,783,31.52,1.02,1.01,10.69,0,0
797,00:11:22:33:44:01,51.7,784,31.62,1.02,1.01,10.67,0,0
798,00:11:22:33:44:09,51.6,785,31.62,1.02,1.01,10.7,0,0
799,00:11:22:33:44:02,51.6,786,31.71,1.02,1.01,10.74,0,0
800,00:11:22:33:44:05,51.7,787,31.69,1.02,1.01,10.75,0,0
801,00:11:22:33:44:03,51.6,788,31.69,1.02,1.01,10.74,0,0
802,00:11:22:33:44:02,51.7,789,31.62,1.02,1.01,10.73,0,0
803,00:11:22:33:44:07,51.7,790,31.64,1.02,1.01,10.73,0,0
804,00:11:22:33:44:08,51.7,791,31.62,1.02,1.01,10.73,0,0
806,00:11:22:33:44:05,51.7,792,31.59,1.02,1.01,10.74,0,0
807,00:11:22:33:44:09,51.7,793,31.52,1.02,1.01,10.72,0,0
808,00:11:22:33:44:07,51.7,794,31.55,1.02,1.01,10.69,0,0
809,00:11:22:33:44:01,51.7,795,31.57,1.02,1.01,10.65,0,0
810,00:11:22:33:44:06,51.7,796,31.62,1.02,1.01,10.64,0,0
811,00:11:22:33:44:05,51.7,797,31.62,1.02,1.01,10.64,0,0
812,00:11:22:33:44:01,51.7,798,31.5,1.02,1.01,10.69,0,0
813,00:11:22:33:44:00,51.7,799,31.52,1.02,1.01,10.67,0,0
814,00:11:22:33:44:01,51.7,800,31.57,1.02,1.01,10.66,0,0
815,00:11:22:33:44:06,51.7,801,31.64,1.02,1.01,10.65,0,0
816,00:11:22:33:44:08,51.8,802,31.62,1.02,1.01,10.65,0,0
817,00:11:22:33:44:09,51.7,803,31.55,1.02,1.01,10.69,0,0
818,00:11:22:33:44:01,51.7,804,31.59,1.02,1.01,10.72,0,0
819,00:11:22:33:44:09,51.7,805,31.59,1.02,1.01,10.75,0,0
820,00:11:22:33:44:06,51.8,806,31.52,1.02,1.01,10.74,0,0
821,00:11:22:33:44:03,51.8,807,31.55,1.02,1.01,10.74,0,0
822,00:11:22:33:44:04,51.8,808,31.62,1.02,1.01,10.78,0,0
823,00:11:22:33:44:08,51.8,809,31.59,1.02,1.01,10.79,0,0
825,00:11:22:33:44:08,51.8,810,31.59,1.02,1.01,10.82,0,0
826,00:11:22:33:44:00,51.8,811,31.59,1.02,1.01,10.78,0,0
827,00:11:22:33:44:04,51.7,812,31.5,1.02,1.01,10.79,0,0
828,00:11:22:33:44:02,51.7,813,31.41,1.02,1.01,10.77,0,0
829,00:11:22:33:44:07,51.7,814,31.55,1.02,1.01,10.77,0,0
830,00:11:22:33:44:06,51.8,815,31.64,1.02,1.01,10.8,0,0
831,00:11:22:33:44:05,51.7,816,31.52,1.02,1.01,10.76,0,0
832,00:11:22:33:44:02,51.7,817,31.48,1.02,1.01,10.78,0,0
833,00:11:22:33:44:01,51.7,818,31.52,1.02,1.01,10.74,0,0
834,00:11:22:33:44:05,51.7,819,31.55,1.02,1.01,10.74,0,0
835,00:11:22:33:44:06,51.8,820,31.55,1.02,1.01,10.74,0,0
836,00:11:22:33:44:03,51.8,821,31.59,1.02,1.01,10.72,0,0
837,00:11:22:33:44:06,51.8,822,31.69,1.02,1.01,10.69,0,0
838,00:11:22:33:44:01,51.8,823,31.55,1.02,1.01,10.66,0,0
839,00:11:22:33:44:04,51.8,824,31.62,1.02,1.01,10.7,0,0
840,00:11:22:33:44:06,51.8,825,31.69,1.02,1.01,10.67,0,0
841,00:11:22:33:44:00,51.8,826,31.59,1.02,1.01,10.7,0,0
842,00:11:22:33:44:06,51.8,827,31.59,1.02,1.01,10.7,0,0
843,00:11:22:33:44:06,51.8,828,31.66,1.02,1.01,10.66,0,0
845,00:11:22:33:44:03,51.8,829,31.71,1.02,1.01,10.7,0,0
846,00:11:22:33:44:02,51.8,830,31.64,1.02,1.01,10.7,0,0
847,00:11:22:33:44:06,51.8,831,31.78,1.02,1.01,10.69,0,0
848,00:11:22:33:44:01,51.8,832,31.71,1.02,1.01,10.66,0,0
849,00:11:22:33:44:02,51.8,833,31.74,1.02,1.01,10.65,0,0
850,00:11:22:33:44:00,51.8,834,31.83,1.02,1.01,10.62,0,0
851,00:11:22:33:44:03,51.8,835,31.9,1.02,1.01,10.63,0,0
852,00:11:22:33:44:05,51.8,836,31.92,1.02,1.01,10.65,0,0
853,00:11:22:33:44:05,51.8,837,31.88,1.02,1.01,10.65,0,0
854,00:11:22:33:44:08,51.8,838,31.85,1.02,1.01,10.69,0,0
855,00:11:22:33:44:01,51.8,839,31.83,1.02,1.01,10.72,0,0
856,00:11:22:33:44:08,51.8,840,31.83,1.02,1.01,10.72,0,0
857,00:11:22:33:44:06,51.8,841,31.81,1.02,1.01,10.72,0,0
858,00:11:22:33:44:03,51.9,842,31.76,1.02,1.01,10.76,0,0
859,00:11:22:33:44:07,51.8,843,31.95,1.02,1.01,10.8,0,0
860,00:11:22:33:44:01,51.8,844,31.9,1.02,1.01,10.79,0,0
861,00:11:22:33:44:07,51.8,845,31.95,1.02,1.01,10.75,0,0
862,00:11:22:33:44:02,51.8,846,31.81,1.02,1.01,10.72,0,0
864,00:11:22:33:44:00,51.8,847,31.78,1.02,1.01,10.68,0,0
865,00:11:22:33:44:05,51.9,848,31.78,1.02,1.01,10.68,0,0
866,00:11:22:33:44:00,51.8,849,31.76,1.02,1.01,10.69,0,0
867,00:11:22:33:44:09,51.9,850,31.78,1.02,1.01,10.67,0,0
868,00:11:22:33:44:09,51.9,851,31.59,1.02,1.01,10.66,0,0
869,00:11:22:33:44:05,51.8,852,31.66,1.02,1.01,10.67,0,0
870,00:11:22:33:44:04,51.9,853,31.66,1.02,1.01,10.71,0,0
871,00:11:22:33:44:08,51.8,854,31.78,1.02,1.01,10.74,0,0
872,00:11:22:33:44:05,51.8,855,31.74,1.02,1.01,10.74,0,0
873,00:11:22:33:44:09,51.8,856,31.78,1.02,1.01,10.75,0,0
874,00:11:22:33:44:00,51.8,857,31.88,1.02,1.01,10.78,0,0
875,00:11:22:33:44:01,51.8,858,31.88,1.02,1.01,10.76,0,0
876,00:11:22:33:44:05,51.8,859,31.74,1.02,1.01,10.76,0,0
877,00:11:22:33:44:08,51.8,860,31.69,1.02,1.01,10.72,0,0
878,00:11:22:33:44:02,51.8,861,31.69,1.02,1.01,10.72,0,0
879,00:11:22:33:44:01,51.8,862,31.66,1.02,1.01,10.69,0,0
880,00:11:22:33:44:09,51.8,863,31.71,1.02,1.01,10.69,0,0
881,00:11:22:33:44:09,51.8,864,31.74,1.02,1.01,10.72,0,0
883,00:11:22:33:44:07,51.8,865,31.62,1.02,1.01,10.68,0,0
884,00:11:22:33:44:00,51.8,866,31.59,1.02,1.01,10.68,0,0
885,00:11:22:33:44:05,51.8,867,31.66,1.02,1.01,10.69,0,0
886,00:11:22:33:44:08,51.8,868,31.69,1.02,1.01,10.69,0,0
887,00:11:22:33:44:09,51.8,869,31.71,1.02,1.01,10.66,0,0
888,00:11:22:33:44:05,51.8,870,31.69,1.02,1.01,10.65,0,0
889,00:11:22:33:44:08,51.7,871,31.69,1.02,1.01,10.66,0,0
890,00:11:22:33:44:02,51.7,872,31.83,1.02,1.01,10.63,0,0
891,00:11:22:33:44:03,51.7,873,32.02,1.02,1.01,10.65,0,0
892,00:11:22:33:44:00,51.7,874,32.02,1.02,1.01,10.65,0,0
893,00:11:22:33:44:05,51.7,875,32.04,1.02,1.01,10.63,0,0
894,00:11:22:33:44:01,51.7,876,32.04,1.02,1.01,10.64,0,0
895,00:11:22:33:44:05,51.7,877,31.95,1.02,1.01,10.67,0,0
896,00:11:22:33:44:04,51.7,878,32.04,1.02,1.01,10.69,0,0
897,00:11:22:33:44:08,51.7,879,32.06,1.02,1.01,10.72,0,0
898,00:11:22:33:44:02,51.7,880,31.83,1.02,1.01,10.72,0,0
899,00:11:22:33:44:09,51.7,881,31.66,1.02,1.01,10.74,0,0
900,00:11:22:33:44:01,51.7,882,31.66,1.02,1.01,10.73,0,0
901,00:11:22:33:44:08,51.7,883,31.71,1.02,1.01,10.76,0,0
903,00:11:22:33:44:07,51.7,884,31.71,1.02,1.01,10.75,0,0
904,00:11:22:33:44:07,51.7,885,31.81,1.02,1.01,10.72,0,0
905,00:11:22:33:44:06,51.7,886,31.71,1.02,1.01,10.71,0,0
906,00:11:22:33:44:02,51.7,887,31.69,1.02,1.01,10.69,0,0
907,00:11:22:33:44:00,51.7,888,31.62,1.02,1.01,10.69,0,0
908,00:11:22:33:44:06,51.7,889,31.57,1.02,1.01,10.65,0,0
909,00:11:22:33:44:06,51.7,890,31.55,1.02,1.01,10.65,0,0
910,00:11:22:33:44:05,51.7,891,31.45,1.02,1.01,10.65,0,0
911,00:11:22:33:44:01,51.7,892,31.41,1.02,1.01,10.65,0,0
912,00:11:22:33:44:03,51.7,893,31.36,1.02,1.01,10.67,0,0
913,00:11:22:33:44:07,51.7,894,31.31,1.02,1.01,10.66,0,0
914,00:11:22:33:44:02,51.7,895,31.31,1.02,1.01,10.65,0,0
915,00:11:22:33:44:02,51.7,896,31.41,1.02,1.01,10.65,0,0
916,00:11:22:33:44:07,51.7,897,31.41,1.02,1.01,10.66,0,0
917,00:11:22:33:44:04,51.7,898,31.5,1.02,1.01,10.67,0,0
918,00:11:22:33:44:05,51.7,899,31.52,1.02,1.01,10.64,0,0
919,00:11:22:33:44:01,51.7,900,31.45,1.02,1.01,10.63,0,0
920,00:11:22:33:44:08,51.7,901,31.52,1.02,1.01,10.64,0,0
922,00:11:22:33:44:07,51.7,902,31.69,1.02,1.01,10.64,0,0
923,00:11:22:33:44:06,51.7,903,31.74,1.02,1.01,10.64,0,0
924,00:11:22:33:44:00,51.6,904,31.78,1.02,1.01,10.66,0,0
925,00:11:22:33:44:03,51.6,905,31.85,1.02,1.01,10.65,0,0
926,00:11:22:33:44:04,51.6,906,31.97,1.02,1.01,10.68,0,0
927,00:11:22:33:44:04,51.6,907,31.97,1.02,1.01,10.69,0,0
928,00:11:22:33:44:09,51.6,908,31.99,1.02,1.01,10.74,0,0
929,00:11:22:33:44:08,51.6,909,31.99,1.02,1.01,10.69,0,0
930,00:11:22:33:44:06,51.6,910,31.9,1.02,1.01,10.72,0,0
931,00:11:22:33:44:00,51.6,911,31.88,1.02,1.01,10.75,0,0
932,00:11:22:33:44:07,51.7,912,31.9,1.02,1.01,10.73,0,0
933,00:11:22:33:44:06,51.7,913,31.88,1.02,1.01,10.73,0,0
934,00:11:22:33:44:07,51.7,914,31.74,1.02,1.01,10.73,0,0
935,00:11:22:33:44:05,51.7,915,31.78,1.02,1.01,10.71,0,0
936,00:11:22:33:44:02,51.7,916,31.78,1.02,1.01,10.71,0,0
937,00:11:22:33:44:06,51.7,917,31.76,1.02,1.01,10.75,0,0
938,00:11:22:33:44:06,51.7,918,31.78,1.02,1.01,10.76,0,0
939,00:11:22:33:44:00,51.7,919,31.81,1.02,1.01,10.72,0,0
941,00:11:22:33:44:04,51.7,920,31.78,1.02,1.01,10.76,0,0
942,00:11:22:33:44:02,51.7,921,31.81,1.02,1.01,10.76,0,0
943,00:11:22:33:44:04,51.7,922,31.81,1.02,1.01,10.74,0,0
944,00:11:22:33:44:05,51.7,923,31.66,1.02,1.01,10.76,0,0
945,00:11:22:33:44:00,51.7,924,31.71,1.02,1.01,10.75,0,0
946,00:11:22:33:44:02,51.7,925,31.71,1.02,1.01,10.76,0,0
947,00:11:22:33:44:00,51.6,926,31.64,1.02,1.01,10.73,0,1
948,00:11:22:33:44:06,51.7,927,31.64,1.02,1.01,10.73,0,1
949,00:11:22:33:44:06,51.7,928,31.59,1.02,1.01,10.7,0,1
950,00:11:22:33:44:09,51.7,929,31.59,1.02,1.01,10.73,0,1
951,00:11:22:33:44:05,51.7,930,31.57,1.02,1.01,10.72,0,1
952,00:11:22:33:44:08,51.7,931,31.71,1.02,1.01,10.74,0,1
953,00:11:22:33:44:00,51.7,932,31.71,1.02,1.01,10.73,0,1
954,00:11:22:33:44:06,51.7,933,31.71,1.02,1.01,10.69,0,1
955,00:11:22:33:44:09,51.7,934,31.64,1.02,1.01,10.73,0,1
956,00:11:22:33:44:05,51.8,935,31.66,1.02,1.01,10.75,0,1
957,00:11:22:33:44:00,51.7,936,31.69,1.02,1.01,10.79,0,1
958,00:11:22:33:44:05,51.7,937,31.69,1.02,1.01,10.79,0,1
959,00:11:22:33:44:08,51.7,938,31.71,1.02,1.01,10.81,0,1
961,00:11:22:33:44:05,51.7,939,31.66,1.02,1.01,10.79,0,1
962,00:11:22:33:44:05,51.7,940,31.64,1.02,1.01,10.78,0,1
963,00:11:22:33:44:06,51.7,941,31.52,1.02,1.01,10.77,0,1
964,00:11:22:33:44:06,51.7,942,31.59,1.02,1.01,10.76,0,1
965,00:11:22:33:44:09,51.7,943,31.55,1.02,1.01,10.77,0,1
966,00:11:22:33:44:01,51.7,944,31.55,1.02,1.01,10.73,0,1
967,00:11:22:33:44:09,51.7,945,31.55,1.02,1.01,10.72,0,1
968,00:11:22:33:44:00,51.7,946,31.55,1.02,1.01,10.72,0,1
969,00:11:22:33:44:04,51.7,947,31.62,1.02,1.01,10.71,0,1
970,00:11:22:33:44:04,51.7,948,31.66,1.02,1.01,10.74,0,1
971,00:11:22:33:44:00,51.7,949,31.83,1.02,1.01,10.77,0,1
972,00:11:22:33:44:00,51.7,950,31.88,1.02,1.01,10.78,0,1
973,00:11:22:33:44:09,51.7,951,31.85,1.02,1.01,10.74,0,1
974,00:11:22:33:44:04,51.7,952,31.81,1.02,1.01,10.76,0,1
975,00:11:22:33:44:07,51.7,953,31.78,1.02,1.01,10.78,0,1
976,00:11:22:33:44:02,51.7,954,31.74,1.02,1.01,10.74,0,1
977,00:11:22:33:44:00,51.7,955,31.74,1.02,1.01,10.75,0,1
978,00:11:22:33:44:01,51.7,956,31.71,1.02,1.01,10.73,1,1
980,00:11:22:33:44:07,51.7,957,31.74,1.02,1.01,10.72,1,1
981,00:11:22:33:44:07,51.7,958,31.69,1.02,1.01,10.72,1,1
982,00:11:22:33:44:09,51.7,959,31.71,1.02,1.01,10.75,1,1
983,00:11:22:33:44:05,51.7,960,31.74,1.02,1.01,10.73,1,1
984,00:11:22:33:44:03,51.6,961,31.81,1.02,1.01,10.72,1,1
985,00:11:22:33:44:04,51.6,962,31.78,1.02,1.01,10.76,1,1
986,00:11:22:33:44:08,51.6,963,31.74,1.02,1.01,10.8,1,1
987,00:11:22:33:44:02,51.6,964,31.74,1.02,1.01,10.8,1,1
988,00:11:22:33:44:01,51.6,965,31.64,1.02,1.01,10.79,1,1
989,00:11:22:33:44:03,51.6,966,31.69,1.02,1.01,10.76,1,1
990,00:11:22:33:44:06,51.6,967,31.74,1.02,1.01,10.76,1,0
991,00:11:22:33:44:03,51.6,968,31.71,1.02,1.01,10.79,1,0
992,00:11:22:33:44:08,51.6,969,31.69,1.02,1.01,10.77,1,0
993,00:11:22:33:44:01,51.6,970,31.74,1.02,1.01,10.76,1,0
994,00:11:22:33:44:04,51.6,971,31.78,1.02,1.01,10.73,1,0
995,00:11:22:33:44:00,51.6,972,31.71,1.02,1.01,10.73,1,0
996,00:11:22:33:44:06,51.6,973,31.78,1.02,1.01,10.72,1,0
997,00:11:22:33:44:03,51.6,974,31.74,1.02,1.01,10.76,1,0
999,00:11:22:33:44:00,51.5,975,31.71,1.02,1.01,10.77,1,0
1000,00:11:22:33:44:03,51.5,976,31.78,1.02,1.01,10.77,1,0
1001,00:11:22:33:44:02,51.5,977,31.69,1.02,1.01,10.81,1,0
1002,00:11:22:33:44:07,51.5,978,31.57,1.02,1.01,10.78,1,0
1003,00:11:22:33:44:03,51.6,979,31.59,1.02,1.01,10.81,1,0
1004,00:11:22:33:44:08,51.6,980,31.62,1.02,1.01,10.81,1,0
1005,00:11:22:33:44:06,51.6,981,31.62,1.02,1.01,10.81,0,0
1006,00:11:22:33:44:06,51.6,982,31.57,1.02,1.01,10.77,0,0
1007,00:11:22:33:44:07,51.6,983,31.45,1.02,1.01,10.77,0,0
1008,00:11:22:33:44:08,51.6,984,31.43,1.02,1.01,10.76,0,0
1009,00:11:22:33:44:00,51.6,985,31.52,1.02,1.01,10.72,0,0
1010,00:11:22:33:44:02,51.5,986,31.48,1.02,1.01,10.72,0,0
1011,00:11:22:33:44:02,51.6,987,31.5,1.02,1.01,10.69,0,0
1012,00:11:22:33:44:03,51.6,988,31.48,1.02,1.01,10.72,0,0
1013,00:11:22:33:44:07,51.6,989,31.55,1.02,1.01,10.73,0,0
1014,00:11:22:33:44:06,51.6,990,31.64,1.02,1.01,10.72,0,0
1015,00:11:22:33:44:07,51.6,991,31.34,1.02,1.01,10.72,0,0
1016,00:11:22:33:44:08,51.6,992,31.62,1.02,1.01,10.73,0,0
1017,00:11:22:33:44:00,51.6,993,31.83,1.02,1.01,10.75,0,0
1019,00:11:22:33:44:07,51.6,994,31.76,1.02,1.01,10.77,0,0
1020,00:11:22:33:44:00,51.7,995,31.76,1.02,1.01,10.73,0,0
1021,00:11:22:33:44:03,51.7,996,31.78,1.02,1.01,10.76,0,0
1022,00:11:22:33:44:09,51.6,997,31.76,1.02,1.01,10.73,0,0
1023,00:11:22:33:44:04,51.7,998,31.64,1.02,1.01,10.75,0,0
1024,00:11:22:33:44:03,51.7,999,31.71,1.02,1.01,10.75,0,0
1025,00:11:22:33:44:07,51.7,1000,31.64,1.02,1.01,10.76,0,0
1026,00:11:22:33:44:03,51.7,1001,31.55,1.02,1.01,10.72,0,0
1027,00:11:22:33:44:00,51.7,1002,31.55,1.02,1.01,10.73,0,0
1028,00:11:22:33:44:05,51.7,1003,31.59,1.02,1.01,10.77,0,0
1029,00:11:22:33:44:00,51.7,1004,31.43,1.02,1.01,10.75,0,0
1030,00:11:22:33:44:06,51.7,1005,31.48,1.02,1.01,10.75,0,0
1031,00:11:22:33:44:01,51.7,1006,31.52,1.02,1.01,10.71,0,0
1032,00:11:22:33:44:00,51.7,1007,31.43,1.02,1.01,10.79,0,0
1033,00:11:22:33:44:01,51.7,1008,31.45,1.02,1.01,10.74,0,0
1034,00:11:22:33:44:03,51.7,1009,31.62,1.02,1.01,10.74,0,0
1035,00:11:22:33:44:08,51.7,1010,31.59,1.02,1.01,10.71,0,0
1036,00:11:22:33:44:07,51.7,1011,31.66,1.02,1.01,10.72,0,0
1038,00:11:22:33:44:09,51.7,1012,31.62,1.02,1.01,10.75,0,0
1039,00:11:22:33:44:04,51.7,1013,31.71,1.02,1.01,10.7,0,0
1040,00:11:22:33:44:04,51.8,1014,31.71,1.02,1.01,10.7,0,0
1041,00:11:22:33:44:09,51.7,1015,31.69,1.02,1.01,10.74,0,0
1042,00:11:22:33:44:03,51.7,1016,31.62,1.02,1.01,10.71,0,0
1043,00:11:22:33:44:05,51.7,1017,31.52,1.02,1.01,10.74,0,0
1044,00:11:22:33:44:04,51.7,1018,31.48,1.02,1.01,10.74,0,0
1045,00:11:22:33:44:05,51.7,1019,31.59,1.02,1.01,10.76,0,0
1046,00:11:22:33:44:09,51.7,1020,31.41,1.02,1.01,10.78,0,0
1047,00:11:22:33:44:07,51.7,1021,31.5,1.02,1.01,10.78,0,0
1048,00:11:22:33:44:08,51.7,1022,31.41,1.02,1.01,10.78,0,0
1049,00:11:22:33:44:07,51.6,1023,31.43,1.02,1.01,10.81,0,0
1050,00:11:22:33:44:02,51.7,1024,31.52,1.02,1.01,10.76,0,0
1051,00:11:22:33:44:09,51.6,1025,31.48,1.02,1.01,10.81,0,0
1052,00:11:22:33:44:06,51.6,1026,31.36,1.02,1.01,10.8,0,0
1053,00:11:22:33:44:09,51.6,1027,31.41,1.02,1.01,10.82,0,0
1054,00:11:22:33:44:06,51.7,1028,31.45,1.02,1.01,10.79,0,0
1055,00:11:22:33:44:05,51.8,1029,31.45,1.02,1.01,10.79,0,0
1057,00:11:22:33:44:03,51.8,1030,31.5,1.02,1.01,10.78,0,0
1058,00:11:22:33:44:02,51.8,1031,31.52,1.02,1.01,10.77,0,0
1059,00:11:22:33:44:09,51.8,1032,31.59,1.02,1.01,10.73,0,0
1060,00:11:22:33:44:08,51.8,1033,31.69,1.02,1.01,10.7,0,0
1061,00:11:22:33:44:00,51.8,1034,31.71,1.02,1.01,10.74,0,0
1062,00:11:22:33:44:08,51.7,1035,31.34,1.02,1.01,10.8,0,0
1063,00:11:22:33:44:09,51.8,1036,31.71,1.02,1.01,10.74,0,0
1064,00:11:22:33:44:02,51.8,1037,31.85,1.02,1.01,10.72,0,0
1065,00:11:22:33:44:04,51.8,1038,31.66,1.02,1.01,10.76,0,0
1066,00:11:22:33:44:00,51.8,1039,31.69,1.02,1.01,10.76,0,0
1067,00:11:22:33:44:03,51.8,1040,31.74,1.02,1.01,10.76,0,0
1068,00:11:22:33:44:03,51.8,1041,31.69,1.02,1.01,10.79,0,0
1069,00:11:22:33:44:00,51.8,1042,31.66,1.02,1.01,10.78,0,0
1070,00:11:22:33:44:07,51.8,1043,31.64,1.02,1.01,10.76,0,0
1071,00:11:22:33:44:06,51.8,1044,31.59,1.02,1.01,10.72,0,0
1072,00:11:22:33:44:07,51.8,1045,31.43,1.02,1.01,10.73,0,0
1073,00:11:22:33:44:08,51.8,1046,31.48,1.02,1.01,10.73,0,0
1074,00:11:22:33:44:07,51.7,1047,31.43,1.02,1.01,10.7,0,0
1075,00:11:22:33:44:06,51.7,1048,31.45,1.02,1.01,10.68,0,0
1077,00:11:22:33:44:08,51.7,1049,31.38,1.02,1.01,10.73,0,0
1078,00:11:22:33:44:07,51.7,1050,31.45,1.02,1.01,10.72,0,0
1079,00:11:22:33:44:03,51.7,1051,31.36,1.02,1.01,10.69,0,0
1080,00:11:22:33:44:09,51.7,1052,31.48,1.02,1.01,10.74,0,0
1081,00:11:22:33:44:08,51.7,1053,31.62,1.02,1.01,10.76,0,0
1082,00:11:22:33:44:01,51.7,1054,31.66,1.02,1.01,10.76,0,0
1083,00:11:22:33:44:02,51.7,1055,31.71,1.02,1.01,10.8,0,0
1084,00:11:22:33:44:01,51.7,1056,31.71,1.02,1.01,10.79,0,0
1085,00:11:22:33:44:03,51.7,1057,31.76,1.02,1.01,10.75,0,0
1086,00:11:22:33:44:01,51.7,1058,31.76,1.02,1.01,10.78,0,0
1087,00:11:22:33:44:07,51.7,1059,31.76,1.02,1.01,10.74,0,0
1088,00:11:22:33:44:00,51.7,1060,31.81,1.02,1.01,10.74,0,0
1089,00:11:22:33:44:05,51.7,1061,31.71,1.02,1.01,10.7,0,0
1090,00:11:22:33:44:03,51.7,1062,31.76,1.02,1.01,10.66,0,0
1091,00:11:22:33:44:02,51.7,1063,31.71,1.02,1.01,10.68,0,0
1092,00:11:22:33:44:01,51.7,1064,31.88,1.02,1.01,10.69,0,0
1093,00:11:22:33:44:00,51.7,1065,31.83,1.02,1.01,10.69,0,0
1094,00:11:22:33:44:03,51.7,1066,31.78,1.02,1.01,10.72,0,0
1096,00:11:22:33:44:01,51.7,1067,31.78,1.02,1.01,10.73,0,0
1097,00:11:22:33:44:07,51.7,1068,31.71,1.02,1.01,10.73,0,0
1098,00:11:22:33:44:03,51.7,1069,31.83,1.02,1.01,10.72,0,0
1099,00:11:22:33:44:02,51.7,1070,31.66,1.02,1.01,10.73,0,0
1100,00:11:22:33:44:07,51.7,1071,31.66,1.02,1.01,10.75,0,0
1101,00:11:22:33:44:02,51.7,1072,31.62,1.02,1.01,10.71,0,0
1102,00:11:22:33:44:01,51.7,1073,31.55,1.02,1.01,10.72,0,0
1103,00:11:22:33:44:02,51.7,1074,31.59,1.02,1.01,10.73,0,0
1104,00:11:22:33:44:04,51.7,1075,31.59,1.02,1.01,10.74,0,0
